source	target
<EVENT> He read it <EVENT> He plays every video game on the Playstation website	<EVENT> read <ARGS> He read it <EVENT> plays <ARGS> He plays every video game on the Playstation website
<EVENT> She begged her professor for an extension to finish <EVENT> when her laptop dies <EVENT> she finish on time <EVENT> Amy lost an assignment when her laptop dies <EVENT> The professor granted her an 8 hour extension	<EVENT> dies <ARGS> when her laptop dies <EVENT> lost <ARGS> Amy lost an assignment when her laptop dies <EVENT> begged <ARGS> She begged her professor for an extension to finish <EVENT> granted <ARGS> The professor granted her an 8 hour extension <EVENT> finish <ARGS> she finish on time
<EVENT> Lily licked the pole <EVENT> Lily loved the snow and ice <EVENT> her tongue stuck <EVENT> She playing outside <EVENT> She was curious <EVENT> She wondered if it tasted good	<EVENT> loved <ARGS> Lily loved the snow and ice <EVENT> playing <ARGS> She playing outside <EVENT> was <ARGS> She was curious <EVENT> wondered <ARGS> She wondered if it tasted good <EVENT> licked <ARGS> Lily licked the pole <EVENT> stuck <ARGS> her tongue stuck
<EVENT> he kick me out of the game <EVENT> I yelled at him	<EVENT> yelled <ARGS> I yelled at him <EVENT> kick <ARGS> he kick me out of the game
<EVENT> reading would make him smarter <EVENT> John's friend told him that reading would make him smarter	<EVENT> told <ARGS> John's friend told him that reading would make him smarter <EVENT> make <ARGS> reading would make him smarter
<EVENT> His insurance company compensated him for the damage <EVENT> He called his insurance company to file a claim	<EVENT> called <ARGS> He called his insurance company to file a claim <EVENT> compensated <ARGS> His insurance company compensated him for the damage
<EVENT> Jeff tapped his head <EVENT> However it started charging at Jeff	<EVENT> tapped <ARGS> Jeff tapped his head <EVENT> started <ARGS> However it started charging at Jeff
<EVENT> The best deal she could find <EVENT> She suggested it to her friends	<EVENT> find <ARGS> The best deal she could find <EVENT> suggested <ARGS> She suggested it to her friends
<EVENT> his insurance company file a claim <EVENT> He called his insurance company to file a claim	<EVENT> called <ARGS> He called his insurance company to file a claim <EVENT> file <ARGS> his insurance company file a claim
<EVENT> Laura wanted to adopt a kitten <EVENT> The owner decided not to adopt the kitten out <EVENT> The owner not adopt the kitten out	<EVENT> wanted <ARGS> Laura wanted to adopt a kitten <EVENT> decided <ARGS> The owner decided not to adopt the kitten out <EVENT> adopt <ARGS> The owner not adopt the kitten out
<EVENT> But he talked about it all the next day <EVENT> But he loved it <EVENT> He dressed for school that day <EVENT> He sat in the audience expecting to be bored <EVENT> He expecting to be bored	<EVENT> dressed <ARGS> He dressed for school that day <EVENT> sat <ARGS> He sat in the audience expecting to be bored <EVENT> expecting <ARGS> He expecting to be bored <EVENT> loved <ARGS> But he loved it <EVENT> talked <ARGS> But he talked about it all the next day
<EVENT> How she know that Steve was a college bowling champion <EVENT> Steve was a college bowling champion <EVENT> Steve beat Mary four times in a row	<EVENT> know <ARGS> How she know that Steve was a college bowling champion <EVENT> was <ARGS> Steve was a college bowling champion <EVENT> beat <ARGS> Steve beat Mary four times in a row
<EVENT> she made the team <EVENT> She went to the open try outs after class <EVENT> Afterwards the instructor told her that she made the team <EVENT> She also cheered the school chants <EVENT> Samantha wanted to try out for cheerleading at her school <EVENT> She did the various poses the instructor demonstrated	<EVENT> wanted <ARGS> Samantha wanted to try out for cheerleading at her school <EVENT> went <ARGS> She went to the open try outs after class <EVENT> did <ARGS> She did the various poses the instructor demonstrated <EVENT> cheered <ARGS> She also cheered the school chants <EVENT> told <ARGS> Afterwards the instructor told her that she made the team <EVENT> made <ARGS> she made the team
<EVENT> He wanted to attend college <EVENT> they just couldn't afford it	<EVENT> afford <ARGS> they just couldn't afford it <EVENT> wanted <ARGS> He wanted to attend college
<EVENT> To become a better dancer she started to take classes <EVENT> Marcia loved to dance <EVENT> She wanted to become a better dancer <EVENT> She now competes in many dance competitions <EVENT> Now she is an expert at several types of dance <EVENT> become a better dancer she	<EVENT> loved <ARGS> Marcia loved to dance <EVENT> wanted <ARGS> She wanted to become a better dancer <EVENT> become <ARGS> become a better dancer she <EVENT> started <ARGS> To become a better dancer she started to take classes <EVENT> is <ARGS> Now she is an expert at several types of dance <EVENT> competes <ARGS> She now competes in many dance competitions
<EVENT> She couldn't decide between a toy and candy <EVENT> Lucy's grandpa took her to Walgreens to get a treat	<EVENT> took <ARGS> Lucy's grandpa took her to Walgreens to get a treat <EVENT> decide <ARGS> She couldn't decide between a toy and candy
<EVENT> Aspen decided on a different color instead <EVENT> Aspen redecorate her bedroom <EVENT> She wanted to pick a design that she would like for a long time <EVENT> a design that she would like for a long time	<EVENT> wanted <ARGS> She wanted to pick a design that she would like for a long time <EVENT> like <ARGS> a design that she would like for a long time <EVENT> decided <ARGS> Aspen decided on a different color instead <EVENT> redecorate <ARGS> Aspen redecorate her bedroom
<EVENT> Her grandfather promised her a treat today <EVENT> But Lucyn't seen grandpa all day <EVENT> grandpa brought her an Easy Bake Oven	<EVENT> promised <ARGS> Her grandfather promised her a treat today <EVENT> seen <ARGS> But Lucyn't seen grandpa all day <EVENT> brought <ARGS> grandpa brought her an Easy Bake Oven
<EVENT> he start eating his candy <EVENT> So after Thanksgiving he decided to start eating his candy <EVENT> His little brother took it all	<EVENT> took <ARGS> His little brother took it all <EVENT> decided <ARGS> So after Thanksgiving he decided to start eating his candy <EVENT> start <ARGS> he start eating his candy
<EVENT> He heard the couple shouting and fighting loudly <EVENT> Finally he asked them to keep it down	<EVENT> heard <ARGS> He heard the couple shouting and fighting loudly <EVENT> asked <ARGS> Finally he asked them to keep it down
<EVENT> My wife wanted our kids and dog <EVENT> I hired a lawyer to fight her claims <EVENT> a lawyer fight her claims	<EVENT> wanted <ARGS> My wife wanted our kids and dog <EVENT> hired <ARGS> I hired a lawyer to fight her claims <EVENT> fight <ARGS> a lawyer fight her claims
<EVENT> he drive three miles just to get to one <EVENT> he just get to one <EVENT> Joe has kids	<EVENT> has <ARGS> Joe has kids <EVENT> drive <ARGS> he drive three miles just to get to one <EVENT> get <ARGS> he just get to one
<EVENT> He was nervous <EVENT> He agreed to go	<EVENT> was <ARGS> He was nervous <EVENT> agreed <ARGS> He agreed to go
<EVENT> I decided to bring my daughter back down the mountain <EVENT> One daughter got sick halfway up <EVENT> I bring my daughter back down the mountain	<EVENT> got <ARGS> One daughter got sick halfway up <EVENT> decided <ARGS> I decided to bring my daughter back down the mountain <EVENT> bring <ARGS> I bring my daughter back down the mountain
<EVENT> She needed to buy a hook <EVENT> She bought it for our 18 month old granddaughter for Christmas <EVENT> she bought the hook <EVENT> After she bought the hook she saw a rocking horse	<EVENT> needed <ARGS> She needed to buy a hook <EVENT> bought <ARGS> she bought the hook <EVENT> saw <ARGS> After she bought the hook she saw a rocking horse <EVENT> bought <ARGS> She bought it for our 18 month old granddaughter for Christmas
<EVENT> Chris going to the symphony <EVENT> Chris not looking to going to the symphony	<EVENT> looking <ARGS> Chris not looking to going to the symphony <EVENT> going <ARGS> Chris going to the symphony
<EVENT> the tester added her score <EVENT> the the written test be very easy for her <EVENT> After breakfast she drove with her mother to the DMV office <EVENT> After the driving test she watched as the tester added up her score <EVENT> Brenda visit with her friends <EVENT> She found the the written test to be very easy for her <EVENT> Brenda was excited to be turning 16 today <EVENT> That night Brenda proudly drove alone to visit with her friends <EVENT> Brenda turning 16 today	<EVENT> was <ARGS> Brenda was excited to be turning 16 today <EVENT> turning <ARGS> Brenda turning 16 today <EVENT> drove <ARGS> After breakfast she drove with her mother to the DMV office <EVENT> found <ARGS> She found the the written test to be very easy for her <EVENT> be <ARGS> the the written test be very easy for her <EVENT> watched <ARGS> After the driving test she watched as the tester added up her score <EVENT> added <ARGS> the tester added her score <EVENT> drove <ARGS> That night Brenda proudly drove alone to visit with her friends <EVENT> visit <ARGS> Brenda visit with her friends
<EVENT> I won the rights over my kids and dog <EVENT> My lawyer was the best in the city	<EVENT> was <ARGS> My lawyer was the best in the city <EVENT> won <ARGS> I won the rights over my kids and dog
<EVENT> She couldn't believe they had gone without her <EVENT> they gone without her <EVENT> everyone gone	<EVENT> gone <ARGS> everyone gone <EVENT> believe <ARGS> She couldn't believe they had gone without her <EVENT> gone <ARGS> they gone without her
<EVENT> Yaris wanted to learn how to garden <EVENT> Then he bought some seeds <EVENT> Over time his garden became the most beautiful in the neighborhood <EVENT> Yaris gardening <EVENT> He bought some tools from the store	<EVENT> wanted <ARGS> Yaris wanted to learn how to garden <EVENT> bought <ARGS> He bought some tools from the store <EVENT> bought <ARGS> Then he bought some seeds <EVENT> gardening <ARGS> Yaris gardening <EVENT> became <ARGS> Over time his garden became the most beautiful in the neighborhood
<EVENT> Rita decided to throw her dog a birthday party <EVENT> Rita throw her dog a birthday party	<EVENT> decided <ARGS> Rita decided to throw her dog a birthday party <EVENT> throw <ARGS> Rita throw her dog a birthday party
<EVENT> Jan stood there listening to the music from her phone to the speaker <EVENT> The salesman at the store showed her how to pair it with her phone <EVENT> What marvelous inventions will they come up with next thought Jan. <EVENT> The cordless and wireless bluetooth speaker in her palm was tiny <EVENT> how pair it with her phone <EVENT> Jan walked out of the store with a new toy to play with	<EVENT> thought <ARGS> What marvelous inventions will they come up with next thought Jan. <EVENT> was <ARGS> The cordless and wireless bluetooth speaker in her palm was tiny <EVENT> showed <ARGS> The salesman at the store showed her how to pair it with her phone <EVENT> pair <ARGS> how pair it with her phone <EVENT> stood <ARGS> Jan stood there listening to the music from her phone to the speaker <EVENT> walked <ARGS> Jan walked out of the store with a new toy to play with
<EVENT> The streets were empty because they all feared him <EVENT> they all feared him	<EVENT> were <ARGS> The streets were empty because they all feared him <EVENT> feared <ARGS> they all feared him
<EVENT> it was a crazy color <EVENT> She laughed in the mirror as it was a crazy color <EVENT> she rinsed it out	<EVENT> rinsed <ARGS> she rinsed it out <EVENT> laughed <ARGS> She laughed in the mirror as it was a crazy color <EVENT> was <ARGS> it was a crazy color
<EVENT> He climb a cliff without a rope <EVENT> Bob loved to rock climb <EVENT> He decided to climb a cliff without a rope	<EVENT> loved <ARGS> Bob loved to rock climb <EVENT> decided <ARGS> He decided to climb a cliff without a rope <EVENT> climb <ARGS> He climb a cliff without a rope
<EVENT> Pam feeling a lot of pressure to get the job <EVENT> She finally got an interview with a good company	<EVENT> got <ARGS> She finally got an interview with a good company <EVENT> feeling <ARGS> Pam feeling a lot of pressure to get the job
<EVENT> He told me to look outside <EVENT> I was surprised and happy to see his car in the driveway <EVENT> me look outside	<EVENT> told <ARGS> He told me to look outside <EVENT> look <ARGS> me look outside <EVENT> was <ARGS> I was surprised and happy to see his car in the driveway
<EVENT> Finally she decided to just admit it to her family <EVENT> she just admit it to her family	<EVENT> decided <ARGS> Finally she decided to just admit it to her family <EVENT> admit <ARGS> she just admit it to her family
<EVENT> He got better in a day <EVENT> He put ice on it for a while <EVENT> Suddenly he got a sprained ankle <EVENT> He drove back home	<EVENT> got <ARGS> Suddenly he got a sprained ankle <EVENT> drove <ARGS> He drove back home <EVENT> put <ARGS> He put ice on it for a while <EVENT> got <ARGS> He got better in a day
<EVENT> On Megan's ninth birthday her mom surprised her <EVENT> She told Megan there would still be vegetables to eat	<EVENT> told <ARGS> She told Megan there would still be vegetables to eat <EVENT> surprised <ARGS> On Megan's ninth birthday her mom surprised her
<EVENT> all her friend did <EVENT> Amy getting nuggets because all her friend did	<EVENT> did <ARGS> all her friend did <EVENT> getting <ARGS> Amy getting nuggets because all her friend did
<EVENT> his car repainted <EVENT> Jim infuriated when he glanced at his car <EVENT> He called his insurance company to file a claim <EVENT> His insurance company compensated him for the damage <EVENT> when he glanced at his car <EVENT> Jim went to the repair shop to have his car repainted	<EVENT> infuriated <ARGS> Jim infuriated when he glanced at his car <EVENT> glanced <ARGS> when he glanced at his car <EVENT> called <ARGS> He called his insurance company to file a claim <EVENT> compensated <ARGS> His insurance company compensated him for the damage <EVENT> went <ARGS> Jim went to the repair shop to have his car repainted <EVENT> repainted <ARGS> his car repainted
<EVENT> The instructor forced Nancy to accelerate <EVENT> Since she was nervous she accelerated too fast	<EVENT> forced <ARGS> The instructor forced Nancy to accelerate <EVENT> accelerated <ARGS> Since she was nervous she accelerated too fast
<EVENT> she riding the bus home <EVENT> While she was riding the bus home he followed the bus with his car	<EVENT> riding <ARGS> she riding the bus home <EVENT> followed <ARGS> While she was riding the bus home he followed the bus with his car
<EVENT> I looked outside to see what he was scared of <EVENT> when my two year old ran into the room panicking <EVENT> I grabbed my robe <EVENT> I saw outside that it was snowing, something he had never seen	<EVENT> ran <ARGS> when my two year old ran into the room panicking <EVENT> grabbed <ARGS> I grabbed my robe <EVENT> looked <ARGS> I looked outside to see what he was scared of <EVENT> saw <ARGS> I saw outside that it was snowing, something he had never seen
<EVENT> I walked into a fast bard restaurant one day <EVENT> I walking to the counter when I lost balance	<EVENT> walked <ARGS> I walked into a fast bard restaurant one day <EVENT> walking <ARGS> I walking to the counter when I lost balance
<EVENT> Andre was young and popular on the underground rap scene <EVENT> In the studio Andre insisted the producer use effects on the vocals <EVENT> A producer gave him a production deal to make records <EVENT> Andre insisted they use effects	<EVENT> was <ARGS> Andre was young and popular on the underground rap scene <EVENT> gave <ARGS> A producer gave him a production deal to make records <EVENT> insisted <ARGS> In the studio Andre insisted the producer use effects on the vocals <EVENT> insisted <ARGS> Andre insisted they use effects
<EVENT> She decides to rob a bank <EVENT> She rob a bank	<EVENT> decides <ARGS> She decides to rob a bank <EVENT> rob <ARGS> She rob a bank
<EVENT> She was curious <EVENT> Lily licked the pole <EVENT> She wondered if it tasted good <EVENT> Lily loved the snow and ice <EVENT> her tongue stuck <EVENT> She playing outside	<EVENT> loved <ARGS> Lily loved the snow and ice <EVENT> playing <ARGS> She playing outside <EVENT> was <ARGS> She was curious <EVENT> wondered <ARGS> She wondered if it tasted good <EVENT> licked <ARGS> Lily licked the pole <EVENT> stuck <ARGS> her tongue stuck
<EVENT> he begged for a Spiderman poster <EVENT> Jack chose to watch Spiderman	<EVENT> chose <ARGS> Jack chose to watch Spiderman <EVENT> begged <ARGS> he begged for a Spiderman poster
<EVENT> I knew someone loosely who was in the area <EVENT> they let me stay <EVENT> someone loosely who was in the area	<EVENT> knew <ARGS> I knew someone loosely who was in the area <EVENT> was <ARGS> someone loosely who was in the area <EVENT> let <ARGS> they let me stay
<EVENT> Martha's boyfriend helped her create a character <EVENT> Martha's boyfriend was really into Dungeons and Dragons	<EVENT> was <ARGS> Martha's boyfriend was really into Dungeons and Dragons <EVENT> helped <ARGS> Martha's boyfriend helped her create a character
<EVENT> He recover a huge diamond <EVENT> He trying to recover a huge diamond	<EVENT> trying <ARGS> He trying to recover a huge diamond <EVENT> recover <ARGS> He recover a huge diamond
<EVENT> They had fun going to the store to buy tickets <EVENT> Tom and his friend spent a lot of time together <EVENT> They mostly enjoyed the drive as well	<EVENT> spent <ARGS> Tom and his friend spent a lot of time together <EVENT> had <ARGS> They had fun going to the store to buy tickets <EVENT> enjoyed <ARGS> They mostly enjoyed the drive as well
<EVENT> Bianca had dark brown hair <EVENT> She dyed her hair a blonde color <EVENT> She wanted to make her hair a lighter color <EVENT> Bianca's boyfriend complimented her new hair afterwards <EVENT> She bought hair dye from the store	<EVENT> had <ARGS> Bianca had dark brown hair <EVENT> wanted <ARGS> She wanted to make her hair a lighter color <EVENT> bought <ARGS> She bought hair dye from the store <EVENT> dyed <ARGS> She dyed her hair a blonde color <EVENT> complimented <ARGS> Bianca's boyfriend complimented her new hair afterwards
<EVENT> Lane make him proud <EVENT> Lane loved his dad	<EVENT> loved <ARGS> Lane loved his dad <EVENT> make <ARGS> Lane make him proud
<EVENT> the snacks she wanted <EVENT> Amy could buy candy <EVENT> Beth offered to share her popcorn so Amy could buy candy <EVENT> Amy could only have one of the snacks she wanted	<EVENT> wanted <ARGS> the snacks she wanted <EVENT> have <ARGS> Amy could only have one of the snacks she wanted <EVENT> offered <ARGS> Beth offered to share her popcorn so Amy could buy candy <EVENT> buy <ARGS> Amy could buy candy
<EVENT> She saw the storm clouds were rolling in <EVENT> Lucy lay on her bed <EVENT> she couldn't go outside <EVENT> But when she sat up she could hear the rain on her window <EVENT> Lucy awoke planning to go outside and play <EVENT> when she sat <EVENT> Upset she couldn't go outside she went to her bookshelf instead <EVENT> Lucy read books the whole day	<EVENT> awoke <ARGS> Lucy awoke planning to go outside and play <EVENT> sat <ARGS> when she sat <EVENT> hear <ARGS> But when she sat up she could hear the rain on her window <EVENT> saw <ARGS> She saw the storm clouds were rolling in <EVENT> go <ARGS> she couldn't go outside <EVENT> went <ARGS> Upset she couldn't go outside she went to her bookshelf instead <EVENT> lay <ARGS> Lucy lay on her bed <EVENT> read <ARGS> Lucy read books the whole day
<EVENT> I told him that didn't have enough rubles, only Swedish krona <EVENT> thatn't have enough rubles, only Swedish krona	<EVENT> told <ARGS> I told him that didn't have enough rubles, only Swedish krona <EVENT> have <ARGS> thatn't have enough rubles, only Swedish krona
<EVENT> He then began <EVENT> He put the baby on the bed	<EVENT> put <ARGS> He put the baby on the bed <EVENT> began <ARGS> He then began
<EVENT> all 500 copies come out <EVENT> he wait for all 500 copies to come out	<EVENT> wait <ARGS> he wait for all 500 copies to come out <EVENT> come <ARGS> all 500 copies come out
<EVENT> Her grandpa could tell she had a hard time deciding <EVENT> she deciding	<EVENT> tell <ARGS> Her grandpa could tell she had a hard time deciding <EVENT> deciding <ARGS> she deciding
<EVENT> He made a toy by knitting a sock <EVENT> He showed it his dog <EVENT> Tim and his dog played fetch with the toy <EVENT> He knitting a sock	<EVENT> knitting <ARGS> He knitting a sock <EVENT> made <ARGS> He made a toy by knitting a sock <EVENT> showed <ARGS> He showed it his dog <EVENT> played <ARGS> Tim and his dog played fetch with the toy
<EVENT> Suddenly he pulled a ring out <EVENT> He telling her that he loved her <EVENT> He acting kind of strange <EVENT> He proposing	<EVENT> acting <ARGS> He acting kind of strange <EVENT> telling <ARGS> He telling her that he loved her <EVENT> pulled <ARGS> Suddenly he pulled a ring out <EVENT> proposing <ARGS> He proposing
<EVENT> how much money he may blown on it <EVENT> He would then consider spending money	<EVENT> consider <ARGS> He would then consider spending money <EVENT> blown <ARGS> how much money he may blown on it
<EVENT> His owners caught him chomping on the fragmented decoration <EVENT> him chomping on the fragmented decoration <EVENT> Max is a dog who likes to chew on everything <EVENT> One day he discovered the ornaments on the new Christmas tree <EVENT> He thought the shiny red ones looked very delicious	<EVENT> is <ARGS> Max is a dog who likes to chew on everything <EVENT> discovered <ARGS> One day he discovered the ornaments on the new Christmas tree <EVENT> thought <ARGS> He thought the shiny red ones looked very delicious <EVENT> caught <ARGS> His owners caught him chomping on the fragmented decoration <EVENT> chomping <ARGS> him chomping on the fragmented decoration
<EVENT> She gets into trouble because of how much she explores <EVENT> Tiny is a curious puppy <EVENT> how much she explores	<EVENT> is <ARGS> Tiny is a curious puppy <EVENT> gets <ARGS> She gets into trouble because of how much she explores <EVENT> explores <ARGS> how much she explores
<EVENT> Maddie get a seat <EVENT> Maddie see the new Harry Potter movie	<EVENT> see <ARGS> Maddie see the new Harry Potter movie <EVENT> get <ARGS> Maddie get a seat
<EVENT> Tami runs out of the bank <EVENT> the teller fill her bag with money <EVENT> Tami tells the teller to fill her bag with money <EVENT> Tami needs money <EVENT> She decides to rob a bank <EVENT> She goes to her bank	<EVENT> needs <ARGS> Tami needs money <EVENT> decides <ARGS> She decides to rob a bank <EVENT> goes <ARGS> She goes to her bank <EVENT> tells <ARGS> Tami tells the teller to fill her bag with money <EVENT> fill <ARGS> the teller fill her bag with money <EVENT> runs <ARGS> Tami runs out of the bank
<EVENT> Bob needed batteries for his flashlight <EVENT> He decided to use the batteries in his fire detector <EVENT> He decided to take a nap after putting the batteries in <EVENT> He use the batteries in his fire detector	<EVENT> needed <ARGS> Bob needed batteries for his flashlight <EVENT> decided <ARGS> He decided to use the batteries in his fire detector <EVENT> use <ARGS> He use the batteries in his fire detector <EVENT> decided <ARGS> He decided to take a nap after putting the batteries in
<EVENT> Jane clean a huge mess <EVENT> Jane had a birthday party for her son	<EVENT> had <ARGS> Jane had a birthday party for her son <EVENT> clean <ARGS> Jane clean a huge mess
<EVENT> We explore in it <EVENT> We went outside to explore and play in it <EVENT> I saw outside that it was snowing, something he had never seen <EVENT> it snowing	<EVENT> saw <ARGS> I saw outside that it was snowing, something he had never seen <EVENT> snowing <ARGS> it snowing <EVENT> went <ARGS> We went outside to explore and play in it <EVENT> explore <ARGS> We explore in it
<EVENT> She see a line <EVENT> She drove to the restaurant <EVENT> She wait in line <EVENT> Amy decided to get a burrito on her lunch break <EVENT> she was 15 minutes late from lunch <EVENT> Amy's boss disappointed she was 15 minutes late from lunch <EVENT> She decided to wait in line	<EVENT> decided <ARGS> Amy decided to get a burrito on her lunch break <EVENT> drove <ARGS> She drove to the restaurant <EVENT> see <ARGS> She see a line <EVENT> decided <ARGS> She decided to wait in line <EVENT> wait <ARGS> She wait in line <EVENT> was <ARGS> she was 15 minutes late from lunch <EVENT> disappointed <ARGS> Amy's boss disappointed she was 15 minutes late from lunch
<EVENT> it was a crazy color <EVENT> she rinsed it out <EVENT> She laughed in the mirror as it was a crazy color	<EVENT> rinsed <ARGS> she rinsed it out <EVENT> laughed <ARGS> She laughed in the mirror as it was a crazy color <EVENT> was <ARGS> it was a crazy color
<EVENT> I hired a lawyer to fight her claims <EVENT> My wife wanted our kids and dog <EVENT> a lawyer fight her claims	<EVENT> wanted <ARGS> My wife wanted our kids and dog <EVENT> hired <ARGS> I hired a lawyer to fight her claims <EVENT> fight <ARGS> a lawyer fight her claims
<EVENT> Jim went to the repair shop to have his car repainted <EVENT> his car repainted <EVENT> Someone keyed his car all across the hood and passenger door <EVENT> when he glanced at his car	<EVENT> keyed <ARGS> Someone keyed his car all across the hood and passenger door <EVENT> glanced <ARGS> when he glanced at his car <EVENT> went <ARGS> Jim went to the repair shop to have his car repainted <EVENT> repainted <ARGS> his car repainted
<EVENT> He decided to use the batteries in his fire detector <EVENT> He take a nap after putting the batteries in <EVENT> He putting the batteries in <EVENT> Bob needed batteries for his flashlight	<EVENT> needed <ARGS> Bob needed batteries for his flashlight <EVENT> decided <ARGS> He decided to use the batteries in his fire detector <EVENT> putting <ARGS> He putting the batteries in <EVENT> take <ARGS> He take a nap after putting the batteries in
<EVENT> the couple shouting loudly <EVENT> Sean shared a home with several college students <EVENT> the couple fighting loudly <EVENT> Finally he asked them to keep it down <EVENT> Two of the kids dating	<EVENT> shared <ARGS> Sean shared a home with several college students <EVENT> dating <ARGS> Two of the kids dating <EVENT> shouting <ARGS> the couple shouting loudly <EVENT> fighting <ARGS> the couple fighting loudly <EVENT> asked <ARGS> Finally he asked them to keep it down
<EVENT> when my two year old ran into the room panicking <EVENT> something he never seen <EVENT> my two year old panicking <EVENT> he scared of	<EVENT> ran <ARGS> when my two year old ran into the room panicking <EVENT> panicking <ARGS> my two year old panicking <EVENT> scared <ARGS> he scared of <EVENT> seen <ARGS> something he never seen
<EVENT> Julia's grandmother wanted some tea <EVENT> A few minutes later it was ready for her grandmother <EVENT> Then she put a tea bag in the water <EVENT> She filled it with hot water <EVENT> Julia got a mug <EVENT> Julia went to the kitchen	<EVENT> went <ARGS> Julia went to the kitchen <EVENT> got <ARGS> Julia got a mug <EVENT> filled <ARGS> She filled it with hot water <EVENT> put <ARGS> Then she put a tea bag in the water <EVENT> was <ARGS> A few minutes later it was ready for her grandmother <EVENT> wanted <ARGS> Julia's grandmother wanted some tea
<EVENT> Luckily it went very well <EVENT> They all met a few minutes later	<EVENT> met <ARGS> They all met a few minutes later <EVENT> went <ARGS> Luckily it went very well
<EVENT> She felt she did enough <EVENT> she would fold	<EVENT> felt <ARGS> She felt she did enough <EVENT> fold <ARGS> she would fold
<EVENT> Her mother wouldn't buy it <EVENT> Amy begged <EVENT> She wanted to get a shirt that showed her belly button <EVENT> her mom wouldn't budge <EVENT> Her mother put the shirt away <EVENT> Amy rode home in sulking in silence upset she couldn't get the shirt	<EVENT> wanted <ARGS> She wanted to get a shirt that showed her belly button <EVENT> put <ARGS> Her mother put the shirt away <EVENT> buy <ARGS> Her mother wouldn't buy it <EVENT> begged <ARGS> Amy begged <EVENT> budge <ARGS> her mom wouldn't budge <EVENT> rode <ARGS> Amy rode home in sulking in silence upset she couldn't get the shirt
<EVENT> Amy see a movie <EVENT> She wanted popcorn, and candy, and soda <EVENT> Amy was at the theater to see a movie	<EVENT> was <ARGS> Amy was at the theater to see a movie <EVENT> see <ARGS> Amy see a movie <EVENT> wanted <ARGS> She wanted popcorn, and candy, and soda
<EVENT> Then she bought herself a big new bike <EVENT> Now she rides her bike to deliver her papers	<EVENT> bought <ARGS> Then she bought herself a big new bike <EVENT> rides <ARGS> Now she rides her bike to deliver her papers
<EVENT> Tom told his friends about his best experiences <EVENT> Tom's friends enjoyed Tom's stories	<EVENT> told <ARGS> Tom told his friends about his best experiences <EVENT> enjoyed <ARGS> Tom's friends enjoyed Tom's stories
<EVENT> I made it way too long <EVENT> When I decided I was finished <EVENT> I finished <EVENT> When I decided I was finished I tried the scarf on	<EVENT> decided <ARGS> When I decided I was finished <EVENT> finished <ARGS> I finished <EVENT> tried <ARGS> When I decided I was finished I tried the scarf on <EVENT> made <ARGS> I made it way too long
<EVENT> Jess could only guess what continent it might be in <EVENT> Jess was in <EVENT> The company Jess was in asked her where Malaysia was <EVENT> it might be in	<EVENT> was <ARGS> Jess was in <EVENT> asked <ARGS> The company Jess was in asked her where Malaysia was <EVENT> guess <ARGS> Jess could only guess what continent it might be in <EVENT> be <ARGS> it might be in
<EVENT> She gave me a present <EVENT> I opened the present	<EVENT> gave <ARGS> She gave me a present <EVENT> opened <ARGS> I opened the present
<EVENT> Jim booked a plane ticket <EVENT> Jim wanted to go home for the holidays <EVENT> Jim went to the airport <EVENT> His family was excited to see him <EVENT> Jim flew home for the holidays <EVENT> he was excited to see them <EVENT> Jim packed his bags	<EVENT> wanted <ARGS> Jim wanted to go home for the holidays <EVENT> booked <ARGS> Jim booked a plane ticket <EVENT> packed <ARGS> Jim packed his bags <EVENT> went <ARGS> Jim went to the airport <EVENT> flew <ARGS> Jim flew home for the holidays <EVENT> was <ARGS> His family was excited to see him <EVENT> was <ARGS> he was excited to see them
<EVENT> Tony explained that there was now a one dollar toll on the road <EVENT> When a car came he flagged it <EVENT> When a car came he asked it to stop <EVENT> As the drive left Tony laughed at his barlishness	<EVENT> flagged <ARGS> When a car came he flagged it <EVENT> asked <ARGS> When a car came he asked it to stop <EVENT> explained <ARGS> Tony explained that there was now a one dollar toll on the road <EVENT> laughed <ARGS> As the drive left Tony laughed at his barlishness
<EVENT> I finished <EVENT> I made it way too long <EVENT> When I decided I was finished <EVENT> When I decided I was finished I tried the scarf on	<EVENT> decided <ARGS> When I decided I was finished <EVENT> finished <ARGS> I finished <EVENT> tried <ARGS> When I decided I was finished I tried the scarf on <EVENT> made <ARGS> I made it way too long
<EVENT> She decided to explore outside today <EVENT> She explore outside today	<EVENT> decided <ARGS> She decided to explore outside today <EVENT> explore <ARGS> She explore outside today
<EVENT> John felt smarter after studying the works of those leaders <EVENT> John studying the works of those leaders	<EVENT> studying <ARGS> John studying the works of those leaders <EVENT> felt <ARGS> John felt smarter after studying the works of those leaders
<EVENT> I went to the bathroom to brush my teeth <EVENT> I brush my teeth	<EVENT> went <ARGS> I went to the bathroom to brush my teeth <EVENT> brush <ARGS> I brush my teeth
<EVENT> Today she missed her bus to school <EVENT> Erica was always late to class <EVENT> She arrived to class 20 minutes late <EVENT> Her teacher gave her detention	<EVENT> was <ARGS> Erica was always late to class <EVENT> missed <ARGS> Today she missed her bus to school <EVENT> arrived <ARGS> She arrived to class 20 minutes late <EVENT> gave <ARGS> Her teacher gave her detention
<EVENT> Louis decided to move to a different state <EVENT> Louis move to a different state	<EVENT> decided <ARGS> Louis decided to move to a different state <EVENT> move <ARGS> Louis move to a different state
